True_Label,Predicted_Label,Confidence
2,5,0.3211187
3,3,0.45661008
2,3,0.35917398
6,6,0.3554796
5,0,0.38623703
4,4,0.45619285
4,4,0.4431949
3,3,0.6164832
6,4,0.3310858
6,6,0.2887323
6,6,0.3342306
6,6,0.44057617
3,3,0.52826643
3,3,0.34156302
0,2,0.2733425
3,3,0.73357844
2,5,0.52731496
6,4,0.4021613
4,4,0.42029807
1,3,0.37527636
2,4,0.44915482
2,2,0.320117
6,6,0.47945994
3,3,0.39481118
4,3,0.34136912
5,5,0.25230417
4,6,0.2790442
5,5,0.49135756
6,6,0.243433
2,5,0.35781544
0,4,0.45425192
0,4,0.43542036
4,0,0.7882128
4,6,0.31068626
2,6,0.31034908
0,5,0.46020725
0,6,0.36533552
5,3,0.24012525
0,0,0.22312197
4,3,0.41622892
0,5,0.43490207
3,3,0.45723307
3,3,0.3438996
4,3,0.50252676
6,4,0.38231254
3,3,0.5570679
5,5,0.66774464
1,4,0.51031667
6,3,0.48857117
4,4,0.4149733
3,3,0.25815657
4,6,0.30234003
6,6,0.2707463
0,5,0.3389433
3,3,0.51575893
3,3,0.4032913
2,3,0.39821875
4,6,0.23894121
3,3,0.4845297
5,5,0.57832277
3,3,0.50604814
2,4,0.35436824
3,3,0.31668764
4,6,0.2548844
0,4,0.32153642
3,3,0.25806364
4,4,0.24382435
4,6,0.2948524
5,5,0.73602986
5,5,0.36220762
4,6,0.36641032
2,5,0.28587472
6,6,0.46766606
0,3,0.3901893
4,3,0.22265947
0,4,0.3195827
3,3,0.6798745
3,6,0.36125684
5,6,0.3027328
2,6,0.31857687
3,0,0.2763001
0,4,0.3025245
3,0,0.31598312
1,3,0.4122483
0,4,0.33679903
2,2,0.24008583
4,3,0.37096992
3,3,0.6236444
3,3,0.85942173
4,4,0.4519283
0,3,0.23110421
3,3,0.83374506
3,5,0.47409272
3,6,0.31104183
4,4,0.44458944
4,6,0.29174244
6,4,0.39144367
4,3,0.26935673
0,6,0.39589152
3,3,0.5530364
4,3,0.51839536
2,3,0.49815518
3,4,0.24423617
3,5,0.64493054
0,4,0.43082467
0,0,0.58554894
5,5,0.28353578
6,6,0.28665012
2,3,0.41651186
2,3,0.46364436
3,3,0.78313595
4,5,0.35963643
3,4,0.23801336
4,4,0.31100342
6,6,0.23351571
1,3,0.3098511
4,4,0.37812135
4,3,0.2938229
0,6,0.39702612
2,4,0.5516371
6,3,0.4517878
3,5,0.6437962
3,3,0.4630182
6,4,0.35201803
2,4,0.42490196
2,3,0.30395532
4,0,0.23679866
0,3,0.4104634
6,4,0.18950371
6,2,0.35492644
3,6,0.3680951
4,3,0.37289044
6,3,0.7664002
3,3,0.25945842
4,3,0.75253314
6,6,0.2505763
5,6,0.2968863
2,4,0.20019804
3,6,0.31038025
6,3,0.2431481
3,3,0.6190242
6,3,0.35565153
2,3,0.31237343
3,5,0.26197797
0,3,0.6523526
3,3,0.55510265
4,4,0.28358912
0,0,0.3591748
2,4,0.26448888
0,3,0.5176697
2,4,0.25552413
5,5,0.43416116
3,3,0.6736541
2,3,0.46559232
2,5,0.4044321
4,4,0.5748758
5,5,0.9443651
4,3,0.43109375
5,5,0.9490789
5,5,0.7143986
0,3,0.23273373
3,3,0.64610726
6,6,0.5118474
4,4,0.35142648
4,6,0.36033958
4,6,0.32446575
6,4,0.3352666
2,2,0.39545858
6,6,0.5056101
4,6,0.36087355
4,4,0.5776448
3,3,0.86383295
5,5,0.98276395
0,3,0.5338326
0,4,0.40883583
4,4,0.31818843
4,4,0.2930093
3,3,0.45849124
0,4,0.3419
6,6,0.55745184
5,5,0.5196829
2,6,0.3325628
6,4,0.288853
6,5,0.33649355
4,3,0.43323737
3,3,0.41095486
4,3,0.34985712
4,3,0.37710312
4,6,0.38045612
5,6,0.26632276
3,3,0.36653975
0,3,0.25811607
3,6,0.31979862
4,6,0.45248768
2,0,0.21668181
3,3,0.6205029
6,6,0.22542785
3,4,0.24592236
3,3,0.2871392
6,6,0.33833322
3,4,0.28297904
6,3,0.36935866
2,4,0.36623138
4,4,0.3490929
0,3,0.35754722
3,3,0.68598574
3,4,0.43728134
6,6,0.41106248
5,5,0.8757059
5,5,0.71232796
5,6,0.25862512
2,4,0.44562012
0,3,0.4056226
2,5,0.33057663
6,3,0.46575803
0,6,0.2721719
3,3,0.5448811
0,6,0.39719775
3,4,0.27985463
4,3,0.3074074
3,3,0.7100778
6,3,0.2735951
2,4,0.61369926
6,5,0.2029082
2,4,0.48041052
2,3,0.3802988
4,0,0.17957549
3,3,0.46174893
4,4,0.2691279
5,5,0.6361904
3,3,0.3063543
0,3,0.31283566
0,6,0.40332422
1,3,0.2097818
0,0,0.25259507
6,3,0.3217034
2,3,0.2833779
3,4,0.28508884
0,4,0.28573108
3,3,0.37376228
6,6,0.29944518
0,5,0.5449801
5,5,0.26039767
2,5,0.36972824
6,6,0.32895592
0,3,0.32290176
4,6,0.32500616
4,3,0.298047
0,3,0.67282665
3,3,0.5113916
3,3,0.42163768
3,3,0.21645933
5,5,0.92503905
3,3,0.419196
5,5,0.5099766
5,5,0.3269815
0,0,0.2478796
0,3,0.33136246
0,6,0.3489266
2,6,0.33602762
2,5,0.6745219
0,0,0.43422717
3,3,0.67078763
6,3,0.41248572
2,3,0.2344732
3,3,0.8127104
5,5,0.2320702
2,4,0.4171682
0,6,0.56679565
2,4,0.28557613
2,4,0.36788273
5,3,0.25700283
4,6,0.3567577
6,6,0.39219478
3,5,0.20356467
0,6,0.46007466
3,4,0.26870936
6,6,0.36538523
4,4,0.40102735
5,5,0.6231242
3,2,0.21560812
3,4,0.2435914
5,5,0.62962055
0,0,0.30646557
2,2,0.5884252
3,0,0.23849843
6,6,0.36471036
5,5,0.6681944
4,4,0.2612228
6,5,0.38296068
3,2,0.3216115
0,6,0.27031875
6,6,0.270739
3,4,0.46187586
2,5,0.3477189
6,3,0.6231976
6,3,0.22582306
5,5,0.39554167
2,0,0.28146958
2,5,0.30972078
3,3,0.29636338
2,5,0.6347749
3,3,0.6170777
4,4,0.2441711
4,3,0.3997779
5,3,0.26887384
6,4,0.34521583
5,4,0.29803047
6,4,0.24031648
2,3,0.42631212
3,5,0.46795255
0,3,0.37887388
0,0,0.27742642
2,3,0.25688642
4,2,0.21890317
5,5,0.44814497
3,3,0.34373805
3,3,0.49034578
3,3,0.9020451
5,5,0.8209647
1,3,0.47537324
2,2,0.39662495
3,3,0.47209993
4,4,0.2917531
4,4,0.40330338
0,6,0.2765334
6,6,0.28629103
4,6,0.47528806
6,0,0.27203748
4,4,0.4054194
5,2,0.32232273
3,4,0.5124809
4,3,0.29881072
4,4,0.34826496
5,5,0.49253637
6,6,0.4622592
0,0,0.25673178
2,3,0.4963079
3,3,0.90218234
2,3,0.4707121
0,3,0.21965407
2,5,0.33778954
4,6,0.48417276
4,4,0.25451282
4,4,0.4040892
5,2,0.24651732
0,3,0.31032145
0,0,0.51066566
4,6,0.3595075
3,3,0.2504025
2,2,0.3828624
6,3,0.5890037
2,3,0.25673616
4,6,0.40465987
2,3,0.33577964
6,6,0.36363643
5,5,0.5848523
6,6,0.45321733
4,6,0.32177302
4,3,0.60075265
1,6,0.35726452
6,6,0.33186755
3,3,0.38888413
3,3,0.7963213
0,6,0.41632193
4,3,0.36409816
2,3,0.21970418
3,5,0.42744648
3,3,0.79693896
5,5,0.7861468
5,5,0.70598733
0,3,0.4326661
4,6,0.28199932
5,5,0.43745178
4,4,0.2737513
6,6,0.29101834
0,3,0.41213968
4,4,0.37980488
2,4,0.23784874
3,3,0.3328036
2,6,0.26470345
3,3,0.4773765
0,6,0.3577601
6,3,0.83390874
6,6,0.30783746
4,6,0.53882676
4,4,0.42040884
5,3,0.25378722
3,3,0.7345981
6,6,0.27797893
4,4,0.26521447
2,5,0.22131802
4,4,0.2730909
3,6,0.2575458
0,0,0.24183898
3,3,0.5630273
0,3,0.50093096
3,3,0.43279982
2,0,0.3189581
2,3,0.3023814
6,0,0.25321308
0,6,0.251502
2,5,0.4184519
3,3,0.3195776
6,6,0.3519848
2,5,0.3692315
3,3,0.6433002
1,6,0.3328176
3,3,0.72195524
4,2,0.2158839
2,6,0.48125848
4,5,0.32857397
2,3,0.26021433
2,3,0.5588216
2,3,0.2910978
2,4,0.44858336
3,6,0.38133803
5,3,0.31811318
0,6,0.30172536
3,3,0.9255371
0,6,0.2527501
2,2,0.47778934
2,5,0.3934889
3,3,0.4240657
3,4,0.22560632
2,6,0.73268855
2,4,0.35066205
5,5,0.36701748
6,4,0.2785883
3,3,0.55576015
2,3,0.27377984
5,6,0.39507958
4,4,0.37243426
2,3,0.60570663
6,6,0.40466905
6,4,0.37980035
5,4,0.29094884
4,6,0.30212727
4,4,0.3494927
3,3,0.58191186
4,2,0.28435737
6,4,0.30588412
5,5,0.38067818
4,0,0.25757498
4,6,0.3293402
4,5,0.5591345
6,6,0.28737473
3,3,0.44814062
2,2,0.2404723
0,4,0.36367267
4,6,0.38383457
6,6,0.46144965
6,6,0.4174043
2,4,0.5272913
0,4,0.23857604
4,6,0.3089909
0,0,0.24133623
6,6,0.48864636
6,4,0.36680925
0,6,0.25561684
2,3,0.34602234
0,5,0.7265646
4,3,0.2923321
0,3,0.47847354
6,6,0.29928297
2,0,0.22087198
4,6,0.3604107
4,5,0.30996007
2,3,0.19856106
2,6,0.35974604
2,0,0.30063275
4,4,0.4446133
6,3,0.26515388
3,3,0.36365712
3,3,0.27250594
3,3,0.46121144
3,4,0.24611199
4,4,0.2990113
6,3,0.24093017
4,4,0.2976479
3,3,0.29645967
6,3,0.22795969
3,5,0.35362622
5,6,0.3772385
5,5,0.8000638
4,4,0.2907916
0,2,0.28806615
6,3,0.32658842
3,3,0.77083546
0,0,0.26365837
6,3,0.25864157
4,4,0.3682379
0,2,0.20587713
5,0,0.2908661
6,3,0.372917
4,5,0.45554003
0,4,0.2781112
3,4,0.20000766
2,3,0.29678336
4,3,0.59682995
6,5,0.9313171
3,3,0.57714045
4,6,0.35602072
0,6,0.312515
4,4,0.32253978
4,3,0.5149018
2,4,0.33500615
2,6,0.43572867
2,5,0.5248933
6,3,0.4107398
2,0,0.23406346
5,6,0.3633732
3,3,0.54256505
2,2,0.280874
3,3,0.38459164
0,0,0.35997418
6,3,0.45297453
6,6,0.29304123
4,3,0.3957539
2,4,0.21882403
3,3,0.4109119
3,3,0.40509936
4,6,0.26933786
3,3,0.19333708
5,5,0.7265823
0,4,0.3067855
4,4,0.37494838
4,4,0.36376035
0,3,0.25707212
3,3,0.4546484
6,3,0.25488114
4,3,0.35014665
6,3,0.22702298
4,3,0.2911762
3,4,0.33354312
4,6,0.26721576
0,6,0.28547263
0,3,0.51374626
3,3,0.3049816
6,3,0.77789307
5,5,0.31784707
3,3,0.3659586
3,3,0.37793764
4,4,0.2632401
6,6,0.33736426
5,3,0.38719872
5,5,0.7112367
5,4,0.32251957
6,6,0.24917537
3,3,0.41032672
2,6,0.28585878
2,6,0.34916997
4,6,0.3420559
2,2,0.28685054
2,3,0.24163611
5,5,0.31637388
6,3,0.3080414
4,4,0.35732886
3,3,0.45627582
6,6,0.4632361
6,3,0.4537734
5,5,0.525402
4,4,0.4735253
5,2,0.28017077
5,5,0.33310178
2,3,0.6520129
2,2,0.32853144
0,2,0.3180571
2,5,0.6955225
6,0,0.25181594
0,3,0.2740957
0,6,0.33805034
6,6,0.4711945
6,4,0.38609576
3,3,0.50522166
4,6,0.26831856
2,0,0.38848624
3,3,0.38345334
4,3,0.31012154
2,0,0.22602586
3,3,0.79799724
3,3,0.30177307
4,3,0.4140798
3,3,0.32603762
3,3,0.49166524
2,3,0.40289962
2,2,0.27218553
3,6,0.31125367
6,6,0.40397987
4,6,0.34147358
3,4,0.2761611
0,0,0.3433508
6,5,0.7474273
3,6,0.5348742
6,3,0.45069763
3,3,0.64765304
5,5,0.3124893
6,6,0.3527815
6,5,0.44581088
0,4,0.27542236
3,3,0.2787103
5,5,0.44843414
6,4,0.2635635
6,3,0.2836612
3,3,0.62815195
6,0,0.23758523
0,4,0.291327
2,3,0.43612874
4,3,0.34564757
5,5,0.66551983
0,4,0.4067654
0,3,0.5046087
3,3,0.23240818
3,3,0.28369364
6,3,0.5090555
3,3,0.63881135
3,3,0.2542252
0,3,0.4986872
4,6,0.293336
1,6,0.38856608
4,3,0.2533253
3,3,0.59304404
3,5,0.3483955
3,3,0.2757725
6,3,0.42335632
6,6,0.66355777
4,3,0.35558927
3,3,0.289731
3,3,0.6576664
2,4,0.32069495
0,5,0.304043
0,2,0.26845413
3,3,0.45589557
2,3,0.3280305
4,3,0.46478975
3,3,0.30528072
3,6,0.37156126
3,6,0.26657614
4,6,0.34232974
2,5,0.31174013
4,4,0.29664075
4,6,0.35828847
2,5,0.5661725
5,3,0.26835546
5,5,0.5904852
4,0,0.28813615
3,3,0.36584622
6,3,0.22187047
4,4,0.43975252
2,5,0.26708385
2,2,0.24768431
6,3,0.29770753
3,3,0.5805254
6,3,0.2732119
3,3,0.2562367
3,3,0.36255622
3,6,0.34360194
5,5,0.30155048
3,3,0.20564687
4,3,0.31516907
3,3,0.6691607
2,6,0.39144215
6,3,0.5237412
3,3,0.23906383
4,4,0.32924598
3,3,0.55046105
6,4,0.5260192
2,6,0.29084554
3,3,0.3754878
6,6,0.34007403
5,5,0.65130067
4,3,0.37481618
5,4,0.36094964
2,4,0.2638238
3,6,0.29078445
3,3,0.43649736
2,6,0.29717475
6,6,0.4430338
6,3,0.30835906
2,3,0.48957288
5,5,0.6686229
2,2,0.35288233
5,5,0.4870974
2,6,0.24150677
6,3,0.6123578
4,4,0.34038794
4,3,0.3701242
0,4,0.309005
2,4,0.28227416
2,2,0.32572693
5,5,0.7864411
2,3,0.2157183
0,0,0.38365918
5,5,0.34813687
2,4,0.37801412
2,3,0.29818186
3,3,0.62131786
0,6,0.30069622
4,0,0.3183787
3,3,0.7355149
0,4,0.26037997
3,3,0.40028846
6,6,0.5635603
3,3,0.4743885
4,3,0.55966866
3,3,0.7401623
0,6,0.32248273
6,3,0.3391193
6,4,0.33712855
6,5,0.29964912
2,6,0.27642673
2,3,0.36256006
0,3,0.22903678
6,4,0.25490084
6,0,0.2966411
6,6,0.3075036
5,2,0.26200604
3,3,0.67935187
2,3,0.2288967
6,6,0.36423627
0,5,0.26901332
2,2,0.2938853
5,5,0.40324932
2,6,0.26699543
4,0,0.23172963
4,4,0.3235755
6,3,0.50948113
3,3,0.767428
2,6,0.35696533
6,3,0.39790583
4,5,0.4998104
3,6,0.2417041
3,3,0.33116776
0,4,0.41891393
3,3,0.8080972
3,3,0.6915996
4,6,0.28492987
3,3,0.4099478
5,5,0.86392075
5,5,0.61338454
2,2,0.26230153
6,3,0.30993056
4,0,0.28695995
5,5,0.67286366
4,6,0.34152785
0,3,0.525193
6,6,0.37033638
6,6,0.4922699
0,3,0.27954343
6,3,0.39479145
3,3,0.61083466
6,6,0.37763593
3,6,0.4462729
3,3,0.46120358
3,6,0.33008677
4,6,0.3846733
6,6,0.3586694
2,3,0.43186232
0,0,0.43171167
3,3,0.6801383
2,2,0.30477148
3,6,0.24772944
5,5,0.22861072
2,2,0.4858578
2,3,0.3765357
0,3,0.25458422
4,3,0.4929771
4,4,0.27233893
5,2,0.2615647
6,6,0.44236347
2,5,0.81416935
4,4,0.49356377
6,4,0.27896404
2,4,0.5564229
5,0,0.24270234
6,6,0.40849972
3,3,0.41156077
6,3,0.4331025
2,2,0.23905976
3,3,0.89390403
2,4,0.52965707
2,5,0.86024505
4,3,0.6302129
5,5,0.59042805
6,6,0.39456967
3,4,0.21453074
3,3,0.7084386
2,3,0.26888674
4,3,0.29173845
2,3,0.25810575
6,3,0.34912625
3,3,0.6050017
3,3,0.30673572
6,2,0.23572007
6,6,0.27507457
0,5,0.3171641
0,0,0.18999125
4,4,0.4635527
2,5,0.19216606
3,6,0.4121645
6,0,0.27555045
6,6,0.29646182
5,5,0.70416194
6,3,0.32488203
2,5,0.5821309
2,5,0.37350824
6,6,0.26587987
6,6,0.3284826
3,3,0.4184259
5,5,0.4801434
4,6,0.2639716
2,3,0.43818983
3,5,0.46560612
3,5,0.5489601
1,3,0.22126856
6,6,0.3496428
4,6,0.3304453
5,6,0.29980567
2,4,0.32121238
3,3,0.6894572
4,4,0.23897229
6,6,0.42705277
0,0,0.28962004
2,5,0.4208381
2,0,0.27946588
6,4,0.4846003
0,0,0.24903333
0,2,0.21135119
5,0,0.24345262
3,5,0.6619172
3,6,0.3376555
6,3,0.39233464
2,6,0.25691736
5,6,0.32896224
1,6,0.2770577
3,3,0.5959217
6,3,0.329388
5,5,0.42701465
6,5,0.25061986
0,4,0.3144526
3,3,0.5573528
0,4,0.33270097
5,3,0.26405534
2,3,0.37841985
3,3,0.57349175
6,3,0.5687467
3,3,0.42537716
3,5,0.30487597
3,6,0.47775212
3,3,0.5966258
4,6,0.3621026
3,3,0.42027694
6,3,0.5981307
1,0,0.3337336
5,5,0.43736765
3,3,0.2651433
0,3,0.34443814
0,6,0.36983135
3,6,0.3243292
4,3,0.56730884
0,6,0.2155944
4,0,0.24038528
3,4,0.25981948
6,6,0.37025577
3,3,0.35515472
6,3,0.42650595
4,3,0.42143422
4,4,0.29815605
2,0,0.3218759
3,6,0.52808785
3,0,0.21097246
4,3,0.8022497
2,3,0.51247174
2,4,0.32540122
6,6,0.42779255
0,3,0.40058002
4,6,0.38739875
0,3,0.28400338
0,6,0.29782712
4,4,0.3812257
3,3,0.25806403
4,3,0.30261186
3,3,0.69326895
3,5,0.51384825
4,6,0.52693313
3,4,0.24605463
2,4,0.35186505
0,0,0.33500132
6,6,0.44159523
6,3,0.4511
0,6,0.42984053
4,4,0.30333686
3,3,0.7586958
0,3,0.28962836
2,0,0.38865444
6,3,0.27456108
3,3,0.3878294
6,6,0.21305351
4,4,0.29504627
2,3,0.33266488
3,3,0.6817973
3,0,0.25214526
5,5,0.60862726
3,3,0.32732645
2,3,0.28592145
6,6,0.34012023
5,5,0.54143095
5,5,0.88786554
0,4,0.42095804
3,3,0.359495
0,5,0.387673
3,3,0.3658415
6,6,0.3381595
5,5,0.52232414
5,5,0.4430621
4,0,0.37010527
3,4,0.48264363
3,6,0.37470248
3,3,0.82221836
4,6,0.35292438
4,4,0.29352498
0,3,0.45831874
2,4,0.5361922
0,0,0.31408605
6,3,0.39274132
6,4,0.30996487
6,3,0.38147536
6,6,0.4723177
6,5,0.2603558
4,4,0.44219097
3,3,0.43125224
3,3,0.549659
3,4,0.3799923
3,3,0.5793614
4,3,0.4143383
2,6,0.2540956
6,6,0.26694182
5,0,0.3330204
0,6,0.38830566
6,6,0.29801315
3,3,0.5646795
6,4,0.22886126
4,4,0.47139394
6,6,0.31706274
0,0,0.25070736
2,6,0.43407685
0,5,0.5926593
4,6,0.36118546
3,3,0.6515538
6,3,0.25831252
6,3,0.4298795
0,5,0.34505495
6,4,0.22870444
0,3,0.51056087
5,3,0.39464128
3,3,0.33406776
3,4,0.3467349
0,4,0.29477474
0,4,0.5146231
3,3,0.4340327
2,5,0.23775183
0,4,0.29375058
4,6,0.33034
6,6,0.3351369
6,3,0.47932577
0,4,0.42429474
6,6,0.33897698
6,3,0.51747143
3,5,0.4540167
6,6,0.25881323
0,3,0.3801647
3,3,0.6828144
6,6,0.37454396
3,3,0.23496407
6,4,0.38869584
6,3,0.28062615
5,5,0.86392075
3,3,0.72783047
4,0,0.3159031
2,3,0.3972257
6,3,0.37962887
4,6,0.3621526
2,4,0.31718338
0,6,0.4816882
0,6,0.28886157
4,3,0.3180729
2,3,0.2575775
2,2,0.4062909
3,5,0.5646665
0,3,0.4686099
2,6,0.4335603
3,3,0.64156866
4,4,0.34157053
3,0,0.34602067
2,5,0.29812217
4,3,0.22111592
3,3,0.7497136
2,6,0.33398706
4,6,0.4657933
3,2,0.21743125
3,3,0.5947026
4,3,0.28359792
3,3,0.66707444
4,6,0.38752976
5,5,0.8146381
3,3,0.28396332
0,4,0.31148577
6,6,0.38973594
6,3,0.5970447
1,6,0.30459675
5,6,0.39011654
0,5,0.2652119
6,3,0.39038604
6,6,0.29182622
4,3,0.24819225
5,6,0.2953635
6,3,0.6569707
2,2,0.39545858
4,3,0.25316352
2,4,0.22345313
4,4,0.37068102
5,6,0.32440898
3,3,0.795841
5,5,0.77281797
6,6,0.76351786
4,4,0.35565242
0,0,0.2531527
3,3,0.42913967
3,3,0.36417538
3,2,0.2646617
4,6,0.48445082
0,3,0.3260267
5,5,0.39955282
5,2,0.22351031
3,3,0.2891541
5,4,0.3375547
4,0,0.22997499
5,6,0.2456255
3,3,0.43871656
6,6,0.62689954
2,3,0.40035504
4,3,0.4435861
3,5,0.55261767
5,6,0.30190313
3,3,0.42322534
3,3,0.7508717
5,5,0.48728916
4,3,0.38742095
0,4,0.2582557
1,0,0.21944712
0,3,0.2530641
4,3,0.22586904
6,6,0.53076404
6,4,0.32450446
6,6,0.39343607
1,3,0.22899292
5,6,0.31993586
0,6,0.2708142
2,5,0.26618132
5,3,0.43615982
4,4,0.34076938
3,4,0.34174946
6,6,0.3503147
6,4,0.28107268
3,3,0.5969438
5,5,0.63729906
3,3,0.6995123
3,6,0.25854266
4,3,0.51151145
2,3,0.5720056
0,5,0.34664655
6,6,0.7977388
0,0,0.23431844
3,3,0.38139606
2,4,0.2491446
4,4,0.5654244
3,3,0.44468543
4,6,0.30818418
6,6,0.26689085
2,3,0.45579916
2,2,0.5597926
3,3,0.5318429
3,3,0.7840883
4,4,0.46480966
0,4,0.42049646
6,2,0.2587422
3,0,0.27240333
0,0,0.3102467
2,5,0.8193418
2,4,0.32675228
2,3,0.2965284
0,4,0.36564326
2,0,0.25364718
3,3,0.7106261
0,4,0.24820524
6,6,0.33164427
3,4,0.34957778
4,4,0.26970494
4,2,0.19912446
2,3,0.5463145
4,6,0.3065403
3,3,0.41279283
2,2,0.24475217
6,3,0.4256128
5,5,0.79315597
4,3,0.34144542
0,3,0.21222562
3,3,0.40333188
0,6,0.32216734
4,3,0.3659639
4,6,0.33439627
3,6,0.29424503
6,6,0.32428494
0,6,0.25220862
3,3,0.472805
4,4,0.302361
6,5,0.4304415
3,3,0.43737546
0,6,0.36716196
4,4,0.38563424
0,5,0.4724613
0,2,0.21715862
4,4,0.36679113
3,3,0.58983517
5,5,0.4723158
3,0,0.34533444
0,5,0.3868865
2,4,0.35479885
6,3,0.5760503
3,3,0.30800122
6,6,0.34196562
5,2,0.2826026
2,4,0.28807622
6,4,0.34473413
6,4,0.36185429
6,4,0.23882702
3,4,0.34490258
6,6,0.52613825
6,6,0.25910854
6,4,0.3581246
6,3,0.39754266
6,5,0.19597706
0,3,0.41718346
3,3,0.4762556
3,3,0.7038115
0,0,0.46239814
4,4,0.32731405
5,5,0.48773405
0,3,0.4150589
5,3,0.46553257
0,3,0.27231875
0,5,0.32956946
0,3,0.6321146
5,5,0.5837277
5,5,0.39161918
3,3,0.5217572
2,5,0.27718055
4,4,0.2727327
6,6,0.2901371
4,4,0.30672637
5,5,0.76302004
0,6,0.26216677
2,3,0.3209864
3,6,0.3605282
4,4,0.34663996
6,6,0.37671593
5,5,0.30461618
0,3,0.24543633
3,6,0.27982178
3,4,0.39393052
0,0,0.37478238
2,5,0.58155644
4,4,0.44180626
4,3,0.30018115
2,6,0.3659977
0,3,0.6693518
3,4,0.32295403
4,3,0.34624907
4,3,0.26513913
3,4,0.40978304
2,6,0.27974066
3,4,0.5773727
5,2,0.3850082
5,5,0.49604315
6,3,0.31178808
4,6,0.40625614
2,2,0.46213973
6,4,0.23172726
6,6,0.3148228
3,4,0.31927723
2,3,0.5277439
5,6,0.32817447
5,5,0.36525884
0,0,0.48339644
6,6,0.37023997
3,4,0.32358605
2,6,0.32598034
0,4,0.42214808
2,2,0.3899232
0,6,0.29180837
0,6,0.18593326
3,2,0.20441826
3,3,0.83422744
5,5,0.4028435
4,4,0.34747398
5,4,0.29885802
3,5,0.36635435
6,3,0.5411478
3,3,0.24917045
4,6,0.33864158
5,5,0.69825214
4,4,0.27366456
2,5,0.3804218
2,3,0.25475153
4,0,0.37417373
2,2,0.273365
0,0,0.2527789
3,3,0.2991236
4,4,0.36599824
5,5,0.42780596
3,3,0.83851165
0,2,0.40359893
0,4,0.36074334
5,5,0.6472916
6,3,0.22362223
3,3,0.2205244
0,6,0.29946893
4,6,0.27887964
3,3,0.5938672
6,6,0.3103772
3,3,0.32306707
0,4,0.35569096
3,3,0.43761015
5,5,0.3097132
3,3,0.46336585
5,6,0.18556549
3,3,0.6056949
5,3,0.3462869
6,6,0.43462092
0,4,0.39765704
0,3,0.29216662
3,3,0.4962921
5,3,0.3223459
3,3,0.2771896
3,4,0.59357476
4,3,0.33145073
4,2,0.2397252
4,6,0.2444514
5,5,0.70229656
3,3,0.67365086
0,3,0.26752654
4,3,0.25184348
4,3,0.37642503
5,5,0.6485482
2,4,0.26525378
3,3,0.46538585
2,5,0.33235717
4,3,0.5254475
6,6,0.3175529
0,0,0.3330204
6,2,0.2898272
3,3,0.75559
2,6,0.25452626
4,4,0.62097806
2,6,0.22085601
3,3,0.376293
6,6,0.48780504
0,3,0.30689862
5,5,0.32831955
3,3,0.6539988
6,4,0.32286298
3,5,0.2487097
3,3,0.28970566
0,4,0.3007682
1,3,0.32880434
4,4,0.47353885
6,6,0.3557614
0,0,0.25221232
6,4,0.2488791
4,4,0.34288636
4,6,0.24247311
3,4,0.2506178
3,3,0.45112684
4,3,0.61709285
6,4,0.5616835
4,6,0.35133263
3,3,0.48804703
5,6,0.3027328
2,3,0.46043953
4,3,0.46896496
6,3,0.38465148
4,4,0.3543277
4,6,0.30172697
3,3,0.729805
6,6,0.62906367
3,4,0.3314704
6,3,0.5518834
0,4,0.43414652
3,3,0.29383913
2,3,0.48092237
4,3,0.24456528
3,6,0.33363423
6,6,0.44851324
1,5,0.2211271
5,5,0.3004027
3,3,0.32662487
3,6,0.29839948
0,4,0.2788482
3,5,0.27651063
6,6,0.500333
5,2,0.29652086
6,4,0.41011977
6,3,0.47047576
6,6,0.39925858
3,3,0.5375417
2,5,0.26469892
6,6,0.3865155
3,3,0.57501346
3,3,0.31415066
2,3,0.21797484
3,3,0.6282032
0,3,0.6302613
2,3,0.2015057
6,3,0.39551407
4,6,0.29730266
3,3,0.28268382
6,6,0.3637579
6,4,0.561892
6,3,0.47894624
6,3,0.30438384
4,3,0.2632453
3,3,0.49311337
5,5,0.66478395
0,0,0.3340554
4,6,0.32959726
6,3,0.2902801
3,5,0.25060982
5,5,0.54453295
0,4,0.2536904
3,6,0.42411563
3,3,0.6101135
6,3,0.27830797
6,3,0.2562679
3,3,0.6043827
0,6,0.3597137
3,4,0.3746574
3,3,0.8437354
6,6,0.5053659
4,3,0.2702453
3,3,0.3992282
4,3,0.37355405
5,5,0.741344
5,5,0.4309131
0,0,0.25070354
5,5,0.21526483
2,5,0.24070242
6,6,0.43495962
3,3,0.36904758
3,6,0.21229556
3,3,0.4168916
0,4,0.27415875
4,6,0.46238318
4,4,0.32402697
3,6,0.2476286
4,0,0.29265016
4,3,0.31327125
3,3,0.63979644
4,3,0.31578636
4,3,0.2948685
4,3,0.33986142
0,6,0.26833114
3,3,0.6442571
6,3,0.22401781
5,5,0.21306765
6,6,0.7121751
6,3,0.22438382
6,3,0.4615843
6,6,0.41688395
3,3,0.54814905
2,3,0.71261495
6,6,0.25293848
3,3,0.4234767
2,4,0.34265286
6,4,0.4049881
3,5,0.26219738
2,6,0.40795034
3,3,0.86379623
3,6,0.32417962
3,3,0.64572483
6,6,0.36981362
0,4,0.32438064
5,5,0.67806745
3,3,0.52987254
5,5,0.41853008
0,3,0.5826114
3,3,0.6129794
4,6,0.7036683
2,4,0.23539224
3,3,0.37397695
6,6,0.42053366
2,4,0.4710645
